Scaffold	start	stop	strand	Protein ID	Blast
Scaffold_1	1897491	1898207	-	ANN00272-RA	Protein of unknown function
Scaffold_1	1898385	1901810	-	ANN00273-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_1	1902850	1906840	+	ANN00274-RA	Similar to PGBD3: PiggyBac transposable element-derived protein 3 (Homo sapiens OX%3D9606)
Scaffold_1	1907375	1908133	+	ANN00275-RA	Protein of unknown function
Scaffold_1	1908151	1908741	+	ANN00276-RA	Similar to PGBD3: PiggyBac transposable element-derived protein 3 (Homo sapiens OX%3D9606)
Scaffold_1	1909139	1909598	+	ANN00277-RA	Protein of unknown function
Scaffold_1	1909622	1911413	-	ANN00278-RA	Protein of unknown function
Scaffold_1	1914798	1915061	-	ANN00279-RA	Protein of unknown function
Scaffold_1	1922581	1924707	+	ANN00280-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_1	1926212	1929812	+	ANN00281-RA	Protein of unknown function
Scaffold_1	1929854	1932765	+	ANN00282-RA	Protein of unknown function
Scaffold_1	1938967	1953783	+	ANN00283-RA	Similar to Jrkl: Jerky protein homolog-like (Mus musculus OX%3D10090)
Scaffold_1	1958259	1959309	+	ANN00284-RA	Protein of unknown function
Scaffold_1	1966252	1966791	-	ANN00285-RA	Similar to ZBED1: Zinc finger BED domain-containing protein 1 (Homo sapiens OX%3D9606)
Scaffold_1	1967155	1968621	-	ANN00286-RA	Similar to ZBED6: Zinc finger BED domain-containing protein 6 (Homo sapiens OX%3D9606)
Scaffold_1	1974756	1976547	+	ANN00287-RA	Similar to PA: Polymerase acidic protein (Quaranfil virus (isolate QrfV/Tick/Afghanistan/EG_T_377/1968) OX%3D1559362)
Scaffold_1	1976676	1977396	+	ANN00288-RA	Protein of unknown function
Scaffold_1	1977741	1981718	+	ANN00289-RA	Similar to pol: Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM (Drosophila melanogaster OX%3D7227)
Scaffold_1	2038437	2038996	+	ANN00290-RA	Protein of unknown function
Scaffold_1	2043673	2044026	+	ANN00291-RA	Protein of unknown function
Scaffold_1	2044055	2045998	+	ANN00292-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_1	2055555	2057758	+	ANN00293-RA	Similar to ERCC6: Chimeric ERCC6-PGBD3 protein (Homo sapiens OX%3D9606)
Scaffold_1	2063166	2065889	+	ANN00294-RA	Protein of unknown function
Scaffold_1	2077223	2082038	+	ANN00295-RA	Similar to PGBD3: PiggyBac transposable element-derived protein 3 (Homo sapiens OX%3D9606)
Scaffold_1	2083319	2084833	+	ANN00296-RA	Protein of unknown function
Scaffold_1	2085312	2086805	+	ANN00297-RA	Protein of unknown function
Scaffold_1	2087016	2087447	+	ANN00298-RA	Protein of unknown function
Scaffold_1	2091144	2091752	+	ANN00299-RA	Similar to ORF1: Nucleic-acid-binding protein from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_1	2092080	2094434	+	ANN00300-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_1	2094793	2100146	+	ANN00301-RA	Similar to Transposable element Tcb2 transposase (Caenorhabditis briggsae OX%3D6238)
Scaffold_1	2102160	2104511	+	ANN00302-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_1	2105759	2107666	+	ANN00303-RA	Similar to 1a: Replicase polyprotein 1a (Human coronavirus HKU1 (isolate N1) OX%3D443239)
Scaffold_1	2109833	2110967	-	ANN00304-RA	Protein of unknown function
Scaffold_1	2161921	2190902	-	ANN00305-RA	Similar to Arel1: Apoptosis-resistant E3 ubiquitin protein ligase 1 (Mus musculus OX%3D10090)
Scaffold_1	2201980	2203002	+	ANN00306-RA	Similar to wol: Dolichyl-phosphate beta-glucosyltransferase (Drosophila melanogaster OX%3D7227)
Scaffold_1	2206611	2225636	+	ANN00307-RA	Similar to mars1: Methionine--tRNA ligase%2C cytoplasmic (Xenopus laevis OX%3D8355)
Scaffold_1	2235931	2238397	+	ANN00308-RA	Similar to Ddx28: Probable ATP-dependent RNA helicase DDX28 (Mus musculus OX%3D10090)
Scaffold_1	2240587	2243439	+	ANN00309-RA	Similar to Ddx28: Probable ATP-dependent RNA helicase DDX28 (Mus musculus OX%3D10090)
Scaffold_1	2245572	2246014	+	ANN00310-RA	Protein of unknown function
Scaffold_1	2258525	2259793	+	ANN00311-RA	Protein of unknown function
Scaffold_1	2263676	2264405	+	ANN00312-RA	Protein of unknown function
Scaffold_1	2264409	2264897	+	ANN00313-RA	Protein of unknown function
Scaffold_1	2265253	2266037	+	ANN00314-RA	Protein of unknown function
Scaffold_1	2271815	2272633	-	ANN00315-RA	Similar to JRKL: Jerky protein homolog-like (Homo sapiens OX%3D9606)
Scaffold_1	2279485	2280858	+	ANN00316-RA	Similar to GTF2IRD2: General transcription factor II-I repeat domain-containing protein 2A (Homo sapiens OX%3D9606)
Scaffold_1	2281006	2284904	+	ANN00317-RA	Similar to PGBD3: PiggyBac transposable element-derived protein 3 (Homo sapiens OX%3D9606)
Scaffold_1	2288364	2290720	-	ANN00318-RA	Protein of unknown function
Scaffold_1	2292764	2293482	+	ANN00319-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_1	2297694	2299279	+	ANN00320-RA	Similar to Jrkl: Jerky protein homolog-like (Mus musculus OX%3D10090)
Scaffold_1	2300409	2301491	+	ANN00321-RA	Protein of unknown function
Scaffold_1	2301602	2302156	+	ANN00322-RA	Protein of unknown function
Scaffold_1	2318743	2319515	-	ANN00323-RA	Protein of unknown function
Scaffold_1	2331338	2335069	-	ANN00324-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_1	2346643	2348467	+	ANN00326-RA	Protein of unknown function
Scaffold_1	2348477	2349075	+	ANN00327-RA	Protein of unknown function
Scaffold_1	2349252	2351676	+	ANN00328-RA	Protein of unknown function
Scaffold_1	2351704	2352803	+	ANN00329-RA	Similar to JRKL: Jerky protein homolog-like (Homo sapiens OX%3D9606)
Scaffold_1	2356288	2356680	+	ANN00330-RA	Protein of unknown function
Scaffold_1	2357766	2358107	+	ANN00331-RA	Protein of unknown function
Scaffold_1	2358319	2359656	-	ANN00332-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_1	2365092	2365670	+	ANN00333-RA	Protein of unknown function
Scaffold_1	2367549	2369411	+	ANN00334-RA	Similar to GTF2IRD2: General transcription factor II-I repeat domain-containing protein 2 (Bos taurus OX%3D9913)
Scaffold_1	2369842	2372228	-	ANN00335-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_1	2375221	2377197	+	ANN00336-RA	Protein of unknown function
Scaffold_1	2379095	2379619	-	ANN00337-RA	Protein of unknown function
Scaffold_1	2380857	2381569	-	ANN00338-RA	Protein of unknown function
Scaffold_1	2386222	2390176	+	ANN00339-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_1	2398346	2400923	+	ANN00340-RA	Protein of unknown function
Scaffold_1	2405995	2409706	+	ANN00341-RA	Protein of unknown function
Scaffold_1	2425898	2427973	+	ANN00342-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_1	2447484	2450054	+	ANN00343-RA	Similar to TY3B-G: Transposon Ty3-G Gag-Pol polyprotein (Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX%3D559292)
Scaffold_1	2451236	2455975	+	ANN00344-RA	Protein of unknown function
Scaffold_1	2461206	2461779	-	ANN00345-RA	Protein of unknown function
Scaffold_1	2465953	2468948	-	ANN00346-RA	Similar to THAP9: DNA transposase THAP9 (Homo sapiens OX%3D9606)
Scaffold_1	2469555	2472935	-	ANN00347-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_1	2474247	2475021	-	ANN00348-RA	Protein of unknown function
Scaffold_1	2475058	2478598	-	ANN00349-RA	Similar to ZNF862: Zinc finger protein 862 (Homo sapiens OX%3D9606)
Scaffold_1	2477298	2478812	+	ANN00350-RA	Similar to ZNF862: Zinc finger protein 862 (Homo sapiens OX%3D9606)
Scaffold_1	2483920	2485835	+	ANN00351-RA	Protein of unknown function
Scaffold_1	2487225	2491804	-	ANN00352-RA	Protein of unknown function
Scaffold_1	2493040	2494392	-	ANN00353-RA	Protein of unknown function
Scaffold_1	2495256	2498543	-	ANN00354-RA	Similar to GTF2IRD2: General transcription factor II-I repeat domain-containing protein 2 (Bos taurus OX%3D9913)
Scaffold_1	2498910	2501001	-	ANN00355-RA	Protein of unknown function
Scaffold_1	2502418	2504388	-	ANN00356-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_1	2505500	2506003	-	ANN00357-RA	Protein of unknown function
Scaffold_1	2506928	2507140	-	ANN00358-RA	Protein of unknown function
Scaffold_1	2508924	2510657	-	ANN00359-RA	Protein of unknown function
Scaffold_1	2510991	2513051	-	ANN00360-RA	Similar to Retrovirus-related Pol polyprotein from transposon TNT 1-94 (Nicotiana tabacum OX%3D4097)
Scaffold_1	2518069	2518539	-	ANN00361-RA	Protein of unknown function
Scaffold_1	2524072	2525446	+	ANN00362-RA	Protein of unknown function
Scaffold_1	2526682	2527338	-	ANN00363-RA	Protein of unknown function
Scaffold_1	2530320	2530678	+	ANN00364-RA	Protein of unknown function
Scaffold_1	2532583	2533485	+	ANN00365-RA	Similar to GIP: Copia protein (Drosophila melanogaster OX%3D7227)
Scaffold_1	2534810	2535094	+	ANN00366-RA	Protein of unknown function
Scaffold_1	2541379	2544028	-	ANN00367-RA	Similar to jockey\pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)
Scaffold_1	2544061	2545908	-	ANN00368-RA	Protein of unknown function
Scaffold_1	2547323	2552019	+	ANN00369-RA	Protein of unknown function
Scaffold_1	2553629	2555680	+	ANN00370-RA	Similar to pol: Retrovirus-related Pol polyprotein from transposon 297 (Drosophila melanogaster OX%3D7227)
Scaffold_1	2556959	2557429	+	ANN00371-RA	Protein of unknown function
Scaffold_1	2557986	2561402	-	ANN00372-RA	Similar to harbi1: Putative nuclease HARBI1 (Danio rerio OX%3D7955)
Scaffold_1	2564035	2565117	-	ANN00373-RA	Protein of unknown function
Scaffold_1	2565796	2570755	-	ANN00374-RA	Protein of unknown function
Scaffold_1	2574581	2575042	-	ANN00375-RA	Protein of unknown function
Scaffold_1	2578917	2582771	-	ANN00376-RA	Protein of unknown function
Scaffold_1	2595510	2596979	+	ANN00377-RA	Similar to Pol: LINE-1 retrotransposable element ORF2 protein (Mus musculus OX%3D10090)
Scaffold_1	2601441	2602073	-	ANN00378-RA	Protein of unknown function
Scaffold_1	2605696	2606352	+	ANN00379-RA	Protein of unknown function
Scaffold_1	2608496	2608894	+	ANN00380-RA	Protein of unknown function
Scaffold_1	2609541	2610164	-	ANN00381-RA	Protein of unknown function
Scaffold_1	2612809	2614493	-	ANN00382-RA	Protein of unknown function
Scaffold_1	2615934	2617785	+	ANN00383-RA	Similar to ZBED1: Zinc finger BED domain-containing protein 1 (Homo sapiens OX%3D9606)
Scaffold_1	2618584	2620838	+	ANN00384-RA	Similar to Zbed4: Zinc finger BED domain-containing protein 4 (Mus musculus OX%3D10090)
Scaffold_1	2621169	2622485	+	ANN00385-RA	Similar to ERCC6: Chimeric ERCC6-PGBD3 protein (Homo sapiens OX%3D9606)
Scaffold_1	2628088	2630680	-	ANN00386-RA	Similar to Pogk: Pogo transposable element with KRAB domain (Mus musculus OX%3D10090)
Scaffold_1	2641953	2644481	+	ANN00387-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_1	2645873	2646538	+	ANN00388-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_1	2649288	2650808	+	ANN00389-RA	Protein of unknown function
Scaffold_1	2651723	2655048	+	ANN00390-RA	Protein of unknown function
Scaffold_1	2655056	2655687	+	ANN00391-RA	Protein of unknown function
Scaffold_1	2675183	2678102	+	ANN00392-RA	Similar to F52C9.6: Putative uncharacterized transposon-derived protein F52C9.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_1	2678856	2679302	-	ANN00393-RA	Protein of unknown function
Scaffold_1	2679615	2680262	-	ANN00394-RA	Protein of unknown function
Scaffold_1	2687451	2689182	+	ANN00395-RA	Protein of unknown function
Scaffold_1	2689641	2691464	-	ANN00396-RA	Protein of unknown function
Scaffold_1	2693250	2693957	-	ANN00397-RA	Protein of unknown function
Scaffold_1	2694038	2695939	-	ANN00398-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_1	2705564	2707752	-	ANN00399-RA	Protein of unknown function
Scaffold_1	2710758	2713114	+	ANN00400-RA	Protein of unknown function
Scaffold_1	2713938	2715388	-	ANN00401-RA	Similar to HARBI1: Putative nuclease HARBI1 (Homo sapiens OX%3D9606)
Scaffold_1	2735914	2738294	+	ANN00402-RA	Similar to Zbed4: Zinc finger BED domain-containing protein 4 (Mus musculus OX%3D10090)
Scaffold_1	2743688	2746542	+	ANN00403-RA	Similar to Ogfr: Opioid growth factor receptor (Mus musculus OX%3D10090)
Scaffold_1	2750750	2751620	+	ANN00404-RA	Protein of unknown function
Scaffold_1	2751666	2752748	+	ANN00405-RA	Protein of unknown function
Scaffold_1	2753054	2754337	+	ANN00406-RA	Similar to R1A1-element\ORF1: Uncharacterized 50 kDa protein in type I retrotransposable element R1DM (Drosophila melanogaster OX%3D7227)
Scaffold_1	2754476	2755534	+	ANN00407-RA	Protein of unknown function
Scaffold_1	2758490	2760965	+	ANN00408-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_1	2770834	2772766	+	ANN00409-RA	Similar to SETMAR: Histone-lysine N-methyltransferase SETMAR (Homo sapiens OX%3D9606)
Scaffold_1	2779082	2783282	+	ANN00410-RA	Protein of unknown function
Scaffold_1	2784107	2785532	+	ANN00411-RA	Protein of unknown function
Scaffold_1	2809833	2811481	+	ANN00412-RA	Protein of unknown function
Scaffold_1	2811494	2812361	+	ANN00413-RA	Protein of unknown function
Scaffold_1	2812935	2814405	+	ANN00414-RA	Protein of unknown function
Scaffold_1	2826302	2827414	+	ANN00415-RA	Protein of unknown function
Scaffold_1	2832055	2832354	+	ANN00416-RA	Protein of unknown function
Scaffold_1	2838353	2841025	+	ANN00417-RA	Similar to TTLL6: Tubulin polyglutamylase TTLL6 (Homo sapiens OX%3D9606)
Scaffold_1	2842553	2845125	+	ANN00418-RA	Similar to Transposable element Tcb2 transposase (Caenorhabditis briggsae OX%3D6238)
Scaffold_1	2866563	2870484	+	ANN00419-RA	Similar to Zswim3: Zinc finger SWIM domain-containing protein 3 (Mus musculus OX%3D10090)
Scaffold_1	2872336	2877538	+	ANN00420-RA	Similar to PGBD3: PiggyBac transposable element-derived protein 3 (Homo sapiens OX%3D9606)
Scaffold_1	2889879	2895128	-	ANN00421-RA	Similar to Jrkl: Jerky protein homolog-like (Mus musculus OX%3D10090)
Scaffold_1	2895619	2897414	-	ANN00422-RA	Protein of unknown function
Scaffold_1	2899518	2900279	-	ANN00423-RA	Protein of unknown function
Scaffold_1	2908328	2912820	-	ANN00424-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_1	2915460	2918929	-	ANN00425-RA	Protein of unknown function
Scaffold_1	2919618	2921769	-	ANN00426-RA	Similar to HARBI1: Putative nuclease HARBI1 (Bos taurus OX%3D9913)
Scaffold_1	2921814	2922221	-	ANN00427-RA	Protein of unknown function
Scaffold_1	2954447	2955064	-	ANN00428-RA	Similar to pol: RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)
Scaffold_1	2957316	2957663	-	ANN00429-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_1	2957915	2958430	-	ANN00430-RA	Similar to LWamide neuropeptides (Hydractinia echinata OX%3D35630)
Scaffold_1	2960424	2963120	-	ANN00431-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_1	2972201	2975652	-	ANN00432-RA	Protein of unknown function
Scaffold_1	2991393	2994134	-	ANN00433-RA	Protein of unknown function
Scaffold_1	3000981	3001625	-	ANN00434-RA	Protein of unknown function
Scaffold_1	3001837	3009314	-	ANN00435-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_1	3009796	3011667	-	ANN00436-RA	Similar to K02A2.6: Uncharacterized protein K02A2.6 (Caenorhabditis elegans OX%3D6239)
Scaffold_1	3015645	3017514	-	ANN00437-RA	Similar to harbi1: Putative nuclease HARBI1 (Danio rerio OX%3D7955)
Scaffold_1	3017545	3019743	-	ANN00438-RA	Similar to HARBI1: Putative nuclease HARBI1 (Bos taurus OX%3D9913)
Scaffold_1	3020431	3021392	-	ANN00439-RA	Protein of unknown function
Scaffold_1	3021423	3028905	-	ANN00440-RA	Similar to harbi1: Putative nuclease HARBI1 (Danio rerio OX%3D7955)
Scaffold_1	3051252	3052361	-	ANN00441-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_1	3056419	3057114	-	ANN00442-RA	Protein of unknown function
Scaffold_1	3064046	3066571	-	ANN00443-RA	Similar to RTase: Probable RNA-directed DNA polymerase from transposon BS (Drosophila melanogaster OX%3D7227)
Scaffold_1	3072413	3073267	+	ANN00444-RA	Protein of unknown function
Scaffold_1	3074165	3075514	+	ANN00445-RA	Protein of unknown function
Scaffold_1	3086297	3088029	-	ANN00446-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_1	3088574	3090585	+	ANN00447-RA	Protein of unknown function
Scaffold_1	3093308	3093703	-	ANN00448-RA	Similar to PGBD4: PiggyBac transposable element-derived protein 4 (Homo sapiens OX%3D9606)
Scaffold_1	3093773	3096795	-	ANN00449-RA	Protein of unknown function
Scaffold_1	3097558	3099033	-	ANN00450-RA	Protein of unknown function
Scaffold_1	3099060	3100415	-	ANN00451-RA	Similar to Ogfr: Opioid growth factor receptor (Mus musculus OX%3D10090)
Scaffold_1	3100602	3101162	-	ANN00452-RA	Protein of unknown function
Scaffold_1	3102017	3104179	-	ANN00453-RA	Protein of unknown function
Scaffold_1	3107016	3111221	+	ANN00454-RA	Protein of unknown function
Scaffold_1	3114294	3115570	-	ANN00455-RA	Protein of unknown function
Scaffold_1	3115619	3116447	-	ANN00456-RA	Similar to PGBD3: PiggyBac transposable element-derived protein 3 (Homo sapiens OX%3D9606)
Scaffold_1	3116519	3121956	-	ANN00457-RA	Similar to X-element\ORF2: Probable RNA-directed DNA polymerase from transposon X-element (Drosophila melanogaster OX%3D7227)
Scaffold_1	3122585	3123837	-	ANN00458-RA	Similar to PGBD3: PiggyBac transposable element-derived protein 3 (Homo sapiens OX%3D9606)
Scaffold_1	3132314	3133053	+	ANN00459-RA	Protein of unknown function
Scaffold_1	3133399	3134286	+	ANN00460-RA	Protein of unknown function
Scaffold_1	3136459	3139858	+	ANN00461-RA	Similar to tc3a: Transposable element Tc3 transposase (Caenorhabditis elegans OX%3D6239)
Scaffold_1	3143214	3144471	+	ANN00462-RA	Protein of unknown function
Scaffold_1	3145131	3147508	-	ANN00463-RA	Similar to Sperm acrosomal protein FSA-ACR.1 (Fragment) (Vulpes vulpes OX%3D9627)
